,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
4444,1991630,Blitz in the Paper Kingdom,"Big Mitten Games, LLC","Big Mitten Games, LLC",,5,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4445,2023610,Terror Brain: Night Out,TerrorBrainGames,Dwarven Pigeon,,8,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4446,2172410,100animalease,sewohayami,woof Inc.,,25,0,0,"0 .. 20,000",0,0,0,0,699,699,0,0
4447,2392140,Eye of Saccharine,SasDeRider,BRXKENVN,,29,3,0,"0 .. 20,000",0,0,0,0,299,299,0,0
4448,745730,Sunshine Manor,Fossil Games,Hound Picked Games,,38,5,0,"0 .. 20,000",0,0,0,0,799,799,0,0
4449,947450,Super BOO Quest,SEEP,SEEP,,21,3,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4450,1912970,Late photographer 3,photographer,photographer,,24,12,0,"0 .. 20,000",0,0,0,0,149,499,70,0
4451,1354100,A Lozenge,Party for Introverts,Party for Introverts,,40,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4452,924940,Guard of Wonderland,Wonder Games,Wonder Games,,48,7,0,"0 .. 20,000",0,0,0,0,799,799,0,0
4453,521560,The Mystery Of Woolley Mountain,Lightfoot Brothers,Lightfoot Brothers,,53,9,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
4454,2010320,TitTok Kitty,Siberian Mouse,Siberian Mouse,,58,3,0,"0 .. 20,000",0,0,0,0,499,499,0,1
4455,425310,Ghostbusters,FireForge Games,Activision,,20,23,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4456,837330,Crimson Shift,Nandee,Crimson Lodge,,21,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4457,1000280,Tower of Origin2-Worm's Nest,Villain Role,Villain Role,,33,15,0,"0 .. 20,000",0,0,0,0,1399,1399,0,0
4458,972200,祛魅·入灭（祛魅2）,LU QI,LU QI,,37,12,0,"0 .. 20,000",0,0,0,0,59,199,70,0
4459,958050,1001st Hyper Tower,Toster12D3,A Game From Low Polystan,,39,6,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
4460,940300,Escape Legacy: Ancient Scrolls,Storming Tech,Storming Tech,,47,19,0,"0 .. 20,000",0,0,0,0,899,899,0,0
4461,916060,Loca-Love My Cute Roommate,Frontwing,Frontwing USA,,98,7,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
4462,794550,Grapple Force Rena,Friend & Fairy,GalaxyTrail,,123,8,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
4463,552880,STARDROP,Joure Visser,Joure Visser,,226,30,0,"0 .. 20,000",0,0,0,0,299,1199,75,0
4464,936190,Atelier Meruru ~The Apprentice of Arland~ DX,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,244,12,0,"0 .. 20,000",0,0,0,0,3999,3999,0,14
4465,2692360,"Oops, I Said Yes?!",UNICO INC.,Voltage Inc.,,1,0,0,"0 .. 20,000",0,0,0,0,2999,2999,0,2
4466,1870180,Frozen Friday Night: The Eve,HiderumStudios,HiderumStudios,,7,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4467,934990,Cute Girls VR,Tomimar,Tomimar,,10,7,0,"0 .. 20,000",0,0,0,0,899,899,0,0
4468,1268200,Espresso For The Demon,Vorobushek,Vorobushek,,15,0,0,"0 .. 20,000",0,0,0,0,899,899,0,0
4469,2503890,Bloodecay,AlvaStudio,Fengfeng Network,,15,24,0,"0 .. 20,000",0,0,0,0,299,299,0,0
4470,1858120,Generic RPG Idle,"Pidroh, PERENNIAL HEARTS LLC.",PERENNIAL HEARTS LLC.,,18,8,0,"0 .. 20,000",0,0,0,0,499,499,0,5
4471,1229890,Koumajou Remilia Ⅱ: Stranger's Requiem,"Frontier Aja, CFK Co., Ltd.","CFK Co., Ltd.",,21,0,0,"0 .. 20,000",0,0,0,0,2999,2999,0,1
4472,2598120,The Cauldron Kids: The Summoning of Mr. Vermicelli,Pet Golem Games,Pet Golem Games,,26,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4473,276300,My Riding Stables: Your Horse world,Radon Labs GmbH,familyplay,,33,20,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
4474,2336330,Tower Song,Omega Intertainment,Omega Intertainment,,35,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
4475,986710,Nusantara: Legend of The Winged Ones,SweetChiel,SweetChiel,,39,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4476,2502940,Helle's Undersea City Project - Bringing Air to The Garden,GameProjectNandT,GameProjectNandT,,49,6,0,"0 .. 20,000",0,0,0,0,1299,1299,0,1
4477,602120,Molemen Must Die!,Mokomoto,Mokomoto,,51,3,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4478,789740,Maidens of a Hollow Dream,Akiragoya,Henteko Doujin,,53,15,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4479,316320,Disney•Pixar Cars Toon: Mater's Tall Tales,Papaya Studio,Disney ,,61,18,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
4480,1477130,Trouble Comes Twice,Foxglove Games,Foxglove Games,,62,3,0,"0 .. 20,000",0,0,0,0,1500,1500,0,3
4481,368140,Tobari and the Night of the Curious Moon,desunoya,Sekai Project,,63,16,0,"0 .. 20,000",0,0,0,0,599,999,40,0
4482,629430,The Last Birdling,InvertMouse,InvertMouse,,65,3,0,"0 .. 20,000",0,0,0,0,599,599,0,0
4483,2417580,Bonnie's Bakery,Melty Clown Studio,Melty Clown Studio,,68,3,0,"0 .. 20,000",0,0,0,0,399,399,0,1
4484,794760,ABYSS CRAWLERS plus　迷宮クロウラ＋,YANEURAGAMES,YANEURAGAMES,,72,6,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4485,1551590,Loretta's Brand-New Job,AVANTGARDE,Kagura Games,,81,29,0,"0 .. 20,000",0,0,0,0,1499,1499,0,4
4486,339740,SuiCats,Beza's Workshop,Beza's Workshop,,87,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4487,476490,Choice of the Pirate,Choice of Games,Choice of Games,,94,7,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4488,1500940,Far Lands,Scalpel Softworks,Scalpel Softworks,,96,37,0,"0 .. 20,000",0,0,0,0,1199,1199,0,3
4489,817020,Unholy,Duality Games,HOOK,,119,68,0,"0 .. 20,000",0,0,0,0,2999,2999,0,0
4490,890220,Math Fun,Yash Future Tech Solutions Pvt Ltd,Yash Future Tech Solutions Pvt Ltd,,120,26,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4491,2377420,Eris Dysnomia,Above a Damage Tile,Kagura Games,,152,15,0,"0 .. 20,000",0,0,0,0,1299,1299,0,2
4492,427660,NightCry,Nude Maker,PLAYISM,,165,112,0,"0 .. 20,000",0,0,0,0,2499,2499,0,1
4493,2338710,Tickling Girls,MCGame,MCGame,,0,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4494,2479900,Insurgency Runner,SMT Ent.,SMT Ent.,,0,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4495,1166350,Alexis Almighty: Daughter of Hercules,Jetdogs Studios,"Jetdogs Studios, Whalebox",,4,4,0,"0 .. 20,000",0,0,0,0,1199,1199,0,1
4496,1607570,Cute Girls Love Books,玫瑰工作室,玫瑰工作室,,4,3,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4497,1669820,Haunted Hotel: A Past Redeemed Collector's Edition,Elephant Games,Big Fish Games,,5,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4498,1557350,Wanderlust: The Bermuda Secret Collector's Edition,Mad Head Games,Big Fish Games,,5,4,0,"0 .. 20,000",0,0,0,0,1399,1399,0,0
4499,1759980,Ecchi Beauties,Sekushi Usagi Games,Sekushi Usagi Games,,8,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4500,1188130,Among Walls,AW Game,AW Game,,8,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4501,1810430,Grim Tales: Echo of the Past Collector's Edition,Elephant Games,Big Fish Games,,9,1,0,"0 .. 20,000",0,0,0,0,1399,1399,0,0
4502,2111200,Bride Of Darkness,Vorobushek,Vorobushek,,11,1,0,"0 .. 20,000",0,0,0,0,599,599,0,0
4503,981830,GIGABUSTER,WALLER,WALLER,,13,9,0,"0 .. 20,000",0,0,0,0,749,1499,50,3
4504,1716910,Foot Massage,MAGame,MAGame,,15,13,0,"0 .. 20,000",0,0,0,0,249,499,50,0
4505,2078810,Zombie Apocalypse - The Last Defense,Guilherme Palacios Fraga Uema,Guilherme Palacios Fraga Uema,,15,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4506,1825350,Haunted Hotel: Silent Waters Collector's Edition,Elephant Games,Big Fish Games,,16,3,0,"0 .. 20,000",0,0,0,0,999,999,0,1
4507,1213910,Puzzle Battler! Mirai,Wandering Wonder Studio,Wandering Wonder Studio,,16,1,0,"0 .. 20,000",0,0,0,0,699,699,0,0
4508,1081100,Insurgence - Second Assault,Platomenti,YSY Softworks,,19,0,0,"0 .. 20,000",0,0,0,0,0,0,0,1
4509,2344240,StreetStep: 21st Century Basketball,Melko Game Club,Melko Game Club,,19,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4510,1616030,Soaring Machinariae,Kensei,Gotcha Gotcha Games,,25,0,0,"0 .. 20,000",0,0,0,0,1099,1099,0,0
4511,1246230,Boom Blaster,BigBread,Meridian4,,26,14,0,"0 .. 20,000",0,0,0,0,399,399,0,0
4512,1998980,Peppa Pig: World Adventures,Petoons Studio,Outright Games Ltd.,,29,5,0,"0 .. 20,000",0,0,0,0,3999,3999,0,1
4513,1098220,Making it Home,Pill Bug Interactive,Pill Bug Interactive,,32,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
4514,1122280,Witchcrafty,PigeonDev,Meridian4,,34,16,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4515,1267070,Monorail Stories,Stelex Software,Freedom Games,,35,11,0,"0 .. 20,000",0,0,0,0,989,1499,34,0
4516,1934990,Senpai and the Mysterious Dungeon,Ruhut Soft,OTAKU Plan,,35,12,0,"0 .. 20,000",0,0,0,0,1399,1399,0,0
4517,2273570,Speed Dates,Icarus Interactive Entertainment,Icarus Interactive Entertainment,,38,38,0,"0 .. 20,000",0,0,0,0,285,285,0,9
4518,1677180,Neko Hacker Plus,Axyos Games,Axyos Games,,39,18,0,"0 .. 20,000",0,0,0,0,89,299,70,0
4519,2168240,Kizuna AI - Touch the Beat!,"Gemdrops, Inc.","Gemdrops, Inc.",,40,1,0,"0 .. 20,000",0,0,0,0,3499,3499,0,0
4520,2412050,No Ghost in Sky Elevator,Midori Games / みどりげーむず,Midori Games / みどりげーむず,,44,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4521,1794300,BLUE WISH DESIRE,xxgameroom,xxgameroom,,44,0,0,"0 .. 20,000",0,0,0,0,849,999,15,1
4522,1078370,Succubus x Saint,AisStew,Kagura Games,,55,19,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
4523,1466680,Sakura MMO Extra,Winged Cloud,Winged Cloud,,57,14,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4524,1667490,Fostering Apocalypse,Incisor Studios,Incisor Studios,,58,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4525,2097740,AKAIITO HD REMASTER,SUCCESS Corp.,SUCCESS Corp.,,63,8,0,"0 .. 20,000",0,0,0,0,1399,1399,0,3
4526,1912380,Soccer Story,PanicBarn,No More Robots,,64,41,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
4527,2279380,Nixxsz Castle,Nixxsz,Nixxsz,,69,23,0,"0 .. 20,000",0,0,0,0,99,99,0,1
4528,1042600,Demon Queen Melissa,Acerola,Kagura Games,,75,10,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
4529,1297390,Inexistence Rebirth,Jonathan Brassaud,Jonathan Brassaud,,78,32,0,"0 .. 20,000",0,0,0,0,599,599,0,0
4530,1812970,Immortal Tactics: War of the Eternals,Kenisoft Game Studio,Kenisoft Game Studio,,84,12,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
4531,1020030,Quantum Suicide,Cotton Candy Cyanide,Cotton Candy Cyanide,,85,24,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
4532,2235500,Forest Of Relics,eTIRUe,eTIRUe,,94,20,0,"0 .. 20,000",0,0,0,0,299,299,0,1
4533,1752250,How To Bathe Your Cat,Fractal Projects,Fractal Projects,,112,9,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4534,1486440,Graze Counter GM,Bikkuri Software,"Henteko Doujin, Sanuk Inc.",,120,2,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
4535,1578950,Lady in Mystery,nolsoft,nolsoft,,128,7,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0
4536,1515490,System Purge,Actual Nerds,Actual Nerds,,135,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4537,1533590,Three Fairies' Hoppin' Flappin' Great Journey!,yomogi_soft,Phoenixx Inc.,,136,19,0,"0 .. 20,000",0,0,0,0,1799,1799,0,2
4538,845030,Evergate,Stone Lantern Games,PQube,,137,8,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4539,1941110,Higurashi When They Cry Hou - Rei,07th Expansion,MangaGamer,,142,5,0,"0 .. 20,000",0,0,0,0,599,599,0,1
4540,2126990,Lost World,C.S. Games,C.S. Games publishing,,154,102,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4541,1229500,Shieldmaiden: Remix Edition,Dumativa,"Dumativa, Nuuvem Inc",,182,18,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
4542,1163600,Omega Labyrinth Life,Matrix,D3PUBLISHER,,194,72,0,"0 .. 20,000",0,0,0,0,1499,5999,75,33
4543,1048740,Half Past Fate,Serenity Forge,Way Down Deep,,250,17,0,"0 .. 20,000",0,0,0,0,1999,1999,0,2
4544,1000440,东方雪莲华 ～ Abyss Soul Lotus.,"雨夜枫雪制作组, SlimeSmile",雨夜枫雪制作组,,360,30,0,"0 .. 20,000",0,0,0,0,1299,1299,0,1
4545,2271940,Hug Survivor,mumimumi,mumimumi,,0,0,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
4546,652770,Zofia,"74 Ninjas, LLC","74 Ninjas, LLC",,6,3,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
4547,2390730,Knight Trail,Frog Vibes,Frog Vibes,,8,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4548,1776400,Shikkoku no Sharnoth,Liar-soft,iMoe Games,,56,6,0,"0 .. 20,000",0,0,0,0,1699,1699,0,0
4549,563860,The Edgelands,Marshlight Software,Marshlight Software,,14,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4550,860660,To Hell with Hell,Lazurite Games,"Deck13, WhisperGames",,58,26,0,"0 .. 20,000",0,0,0,0,1699,1699,0,0
4551,913850,103,Dystopia Interactive,Dystopia Interactive,,143,47,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4552,792500,Streets Ablaze,Cold Snap Games,Cold Snap Games,,28,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4553,1840520,Cyber Girls 2022,Nugroho Studio,Nugroho Industries,,2,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4554,879260,WINDSHIFT,REAL Co.Ltd,REAL Co.Ltd,,3,3,0,"0 .. 20,000",0,0,0,0,1099,1099,0,0
4555,1901870,BadTrip:Survival Horror Shooter,Epic Fail Games,Epic Fail Games,,5,12,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4556,1437520,Marcella Moon: Saboteurs on the River,Hidden Ocean Games,Hidden Ocean Games,,7,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
4557,2242610,Time Thief,SWWHENRY,SWWHENRY,,8,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4558,372250,Turnover,Long Division LLC,Long Division LLC,,29,7,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4559,754340,Paper Dungeons Crawler,Stephane Valverde,Agent Mega,,29,11,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4560,1706970,Haunted Shores,Wildebeest Labs,Wildebeest Labs,,2,4,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4561,2085270,Arcade Waifu,Hot Chill,Hot Chill,,17,11,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4562,1447870,鬼王~Oni,LCSsiveR,LCSsiveR,,40,25,0,"0 .. 20,000",0,0,0,0,699,699,0,0
4563,2251180,Fort Valen,"Tallewellyn Comics, Daisy Draws",Tallewellyn Comics,,8,0,0,"0 .. 20,000",0,0,0,0,599,599,0,0
4564,847780,Castle of the Underdogs : Episode 1,House of Pandas,House of Pandas,,24,4,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4565,881060,Fortune and Gloria,Bad Logic Studios,Bad Logic Studios,,4,3,0,"0 .. 20,000",0,0,0,0,599,599,0,0
4566,434970,That Dam Level redux,noiarc,noiarc,,2,1,0,"0 .. 20,000",0,0,0,0,899,899,0,0
4567,1891940,Dr. Science quest,Citian F,khukhrovr,,12,4,0,"0 .. 20,000",0,0,0,0,39,399,90,0
4568,937020,Super gamebear with its three girlfriends超级神经熊:你想知道关于超级喜欢游戏的一头黑色矮小的游戏熊是如何与它的“三个后宫团女朋友”购买到GBC游戏机的吗？,老公你说句话啊,NM$L GAMEs,,45,4,0,"0 .. 20,000",0,0,0,0,399,399,0,0
4569,1707280,ShiroKuro's Adventure,kinetworks,kinetworks,,2,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
4570,1871430,Tekla,PhantomTouch,PhantomTouch,,13,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4571,1013820,Stars and Snowdrops,Ithaqua Labs,Ithaqua Labs,,15,3,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4572,1883320,剑与桃花 the sword and peachblossom,風鈴堂,風鈴堂,,49,3,0,"0 .. 20,000",0,0,0,0,399,399,0,0
4573,1730450,Fira,Azowyl,Azowyl,,5,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4574,1707450,地獄廚房RPG,水豚,"水豚獨立遊戲, RMAsia",,4,1,0,"0 .. 20,000",0,0,0,0,179,179,0,0
4575,1549270,Marooned,Mika Pi,Mika Pi,,5,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0
4576,2100470,Delivering Letters,V.A.H,V.A.H,,6,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4577,1574030,War Of Freedom,QUIKGAMES,QUIKGAMES,,8,4,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4578,1194940,Tower of Shades,Lame Jam,Lame Jam,,35,6,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4579,971640,DragonScales 5: The Frozen Tomb,IKIGames,IKIGames,,1,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4580,1624050,Myth of Ethary,Decode Soft,Decode Soft,,1,0,0,"0 .. 20,000",0,0,0,0,599,599,0,0
4581,395150,Dark Storm: VR Missions,Fenrir Studios,Fenrir Studios,,11,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4582,1848660,Remembrance,Kizmet Rose,Kizmet Rose,,1,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4583,1658210,Witty witch,mxPlay,mxPlay,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4584,1764950,INQUIR P.T.,Trilix34,Trilix34,,1,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4585,1646180,Succubus Runa and the Erotic Dungeon,藤札,WASABI entertainment,,7,4,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4586,906050,Hentai Case Opening,RewindApp,RewindApp,99,54,29,63,"0 .. 20,000",0,0,0,0,199,199,0,0
4587,2021410,Make Love Not War,Anime Mania,Anime Mania,,25,2,0,"0 .. 20,000",0,0,0,0,49,99,51,0
4588,1691300,Abfense,YOURKIN,YOURKIN GAME,,0,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0
4589,1238970,Sudd City Adventures,Sudd City Interactive,Limit Break LLC,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4590,1546420,BangBangShooting,GenmStudio,GenmStudio,,1,3,0,"0 .. 20,000",0,0,0,0,699,699,0,0
4591,1673450,Geisterland,Blacksmith Joe,Blacksmith Joe,,1,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4592,1345390,Batallas Galacticas,Luis Pedro Lopez Perez,Luis Pedro Lopez Perez,,2,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4593,1854340,Another Sight,P.N.studio,shingo,,2,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4594,1909560,Mission Twentyeight,PatrickRMC,PatrickRMC,,3,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4595,516450,Glory by Example,Quote Studios,Quote Studios,,7,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4596,1579720,Sol Dorado Heist,Megalixir Games,Megalixir Games,,8,5,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4597,1588620,ORIMON.1 - Bilfy & Krotroklon,Star Shell,Star Shell,,13,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4598,1526220,Spacegirl,Borsuk Software,Borsuk Software,,1,0,0,"0 .. 20,000",0,0,0,0,599,599,0,0
4599,449310,Spunk and Moxie,"Chocolate Homunculus, Tilt Studios",,,20,3,0,"0 .. 20,000",0,0,0,0,399,399,0,0
4600,1313560,Design girl team,Ma,M,,24,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4601,1050180,Life source: episode one,Entries games,Kedexa,,5,6,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4602,1779680,Proto Shooter Lychee,STWM,STWM,,2,3,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
4603,1448220,KONSAIRI,bitchunk,bitchunk,,16,7,0,"0 .. 20,000",0,0,0,0,599,599,0,0
4604,1063080,Genius! NAZI-GIRL GoePPels-Chan ep2,WarMachine,WarMachine,,18,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4605,912930,Insurgence - Chains of Renegade,Platomenti,YSY Softworks,,38,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4606,1717370,The Müll Littoral,Ozzie Sneddon,Ozzie Sneddon,,11,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4607,1243520,KUR,Really Ragdoll,The Quantum Astrophysicists Guild,,42,21,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
4608,1235510,晴空：未来的守望,拔剑者,拔剑者,,5,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4609,1032020,Shantalia and Corali'hulu,,So Dank Studio,,10,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4610,1339340,The Unbeatable Path,RecklessGames UG,RecklessGames UG,,22,6,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
4611,486230,Con Amore,Team Taju,Wronghut,,10,4,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4612,813400,在这个世界的尽头，你与我被遗忘的传说,虚无制作组（Nilgamer）,虚无制作组（Nilgamer）,,28,12,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4613,2542940,EXORCISM,abAAba,abAAba,,29,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4614,506840,The Dungeons of Castle Madness,Third Impression,Third Impression,,14,11,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4615,1833850,HelloWorld:ESCAPE,SandwichStudio,SandwichStudio,,17,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4616,864420,Waterside Chirping 水畔空蝉,凝冰剑斩,凝冰剑斩,,34,4,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4617,1929810,The Thief In The Dark,IronOldNick,IronOldNick,,4,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0
4618,1660500,Party Host 85,Tim Rachor,Tim Rachor,,5,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4619,1887730,Valley of the Dead: MalnaZidos,Gammera Nest,Gammera Nest,,5,7,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4620,655490,Geneticognito,Blob Games,Blob Games,,7,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
4621,2309060,Roterra 3 - A Sovereign Twist,DiG-iT! Games,DiG-iT! Games,,1,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
4622,1896610,Edge of Reality: Lost Secrets of the Forest Collector's Edition,Friendly Fox,Big Fish Games,,6,1,0,"0 .. 20,000",0,0,0,0,1399,1399,0,0
4623,942370,Offside,Stamford Highbury,Little Black Book Entertainment,,7,4,0,"0 .. 20,000",0,0,0,0,159,399,60,0
4624,2498730,Cold Verdict 2,Astronomic Games,Astronomic Games,,9,0,0,"0 .. 20,000",0,0,0,0,149,299,50,0
4625,2193870,多比大冒险(Doobi's Adventure),RainySquare Games,RainySquare Games,,18,9,0,"0 .. 20,000",0,0,0,0,299,299,0,1
4626,928940,Pirate Island Rescue,Bad Logic Studios,Bad Logic Studios,,4,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4627,782190,The Seven Districts of Sin: The Tail Makes the Fox - Episode 1,Reine Works,Top Hat Curios & Oddities,,7,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4628,534980,Never Forget Me,Winter Wolves,Winter Wolves,,13,8,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
4629,1493310,Brave Hero,Welland,KazakovStudios,,14,3,0,"0 .. 20,000",0,0,0,0,49,499,90,0
4630,1294680,Café Rouge,Sonya Fung,CloudNovel LLC,,23,28,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
4631,1480520,Faye/Sleepwalker,Phantomisland,PhantomIsland,,24,9,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
4632,2248420,Infinity Trials,Olle Wahlström,Olle Wahlström,,5,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0
4633,1868820,Contact,UKZ Arts,PsychoFlux Entertainment,,14,9,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4634,577360,Luna and the Moonling,Greyborn Studios,Greyborn Studios,,21,6,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
4635,1186270,Nosferatu Lilinor,neon,Hiyori Inc.,,28,4,0,"0 .. 20,000",0,0,0,0,1190,1190,0,1
4636,1353120,ココロクローバー パート１/Kokoro Clover Part1,ひこてる,ひこてる,,71,7,0,"0 .. 20,000",0,0,0,0,399,399,0,0
4637,1853560,Cloud Girl,玫瑰工作室,Rosa Special Studio,,7,5,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4638,988310,Viola: The Heroine's Melody,Jelle van Doorne,Jelle van Doorne,,80,3,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
4639,1957650,Bitch demon twins,DAI,DAI,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4640,2724990,SaiBorRai,Hyrax Games,Hyrax Games,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4641,1947690,B.I.N.D.,"株式会社5次元, サイバーズ株式会社",株式会社5次元,,3,4,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
4642,1778560,Honey Villa,MCGame,MCGame,,4,12,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4643,2230030,Resultarias,Enigmatic Comma,Enigmatic Comma,,9,0,0,"0 .. 20,000",0,0,0,0,1699,1699,0,0
4644,665240,Fateholders of Tetsoidea,Brewsterland Studios,Brewsterland Studios,,11,4,0,"0 .. 20,000",0,0,0,0,99,99,0,0
